Ni,Al,Co,Cr,Mo,Nb,Ta,Ti,W
52,4,4,10,6,0,10,12,2
44,4,12,14,0,6,6,10,4
34,2,12,14,8,10,8,10,2
28,4,24,14,10,10,0,10,0
34,2,20,18,0,4,6,12,4
24,0,24,18,8,4,8,10,4
58,0,0,10,8,6,6,10,2
26,0,24,14,8,4,10,12,2
36,0,16,18,6,6,6,12,0
46,2,8,18,6,2,12,6,0
52,2,4,14,4,12,2,6,4
34,0,16,14,8,8,8,12,0
34,2,20,18,8,4,2,12,0
40,6,20,10,4,8,0,6,6
32,2,16,14,8,12,10,6,0
54,4,4,14,4,10,0,10,0
36,6,16,14,6,12,0,8,2
40,2,12,18,2,10,6,6,4
38,2,16,10,2,10,4,12,6
58,6,4,10,0,6,4,12,0
46,0,8,18,4,10,4,6,4
32,2,20,14,8,12,0,6,6
56,2,4,14,0,6,8,8,2
32,4,24,10,10,0,6,10,4
52,2,4,14,0,6,12,8,2
40,2,12,18,4,4,12,8,0
58,2,0,14,4,4,8,8,2
38,4,20,10,6,8,6,6,2
32,4,24,10,8,6,8,6,2
42,4,8,10,8,10,8,8,2
50,0,4,18,8,4,10,6,0
64,2,0,14,4,6,0,10,0
56,0,0,14,8,12,0,10,0
58,4,0,10,0,8,10,8,2
44,4,12,10,6,6,12,6,0
56,0,4,14,4,6,10,6,0
38,4,16,14,2,6,12,8,0
48,2,8,10,2,10,12,8,0
28,4,20,18,4,12,2,6,6
28,2,24,14,10,2,12,6,2
30,0,24,18,6,4,8,10,0
40,4,20,14,4,6,6,6,0
46,0,8,18,4,8,4,12,0
58,2,0,14,4,10,6,6,0
46,4,4,10,6,8,12,10,0
34,2,20,14,4,12,0,8,6
42,2,12,14,4,2,12,8,4
34,4,16,14,6,2,12,10,2
34,0,16,14,6,10,12,8,0
42,0,12,18,6,10,2,8,2
40,4,16,18,6,2,6,8,0
50,2,8,18,0,8,6,6,2
28,0,24,14,6,6,10,12,0
52,2,4,10,8,4,10,10,0
34,4,20,14,8,0,6,12,2
34,2,20,14,4,2,12,12,0
58,4,0,10,8,6,2,12,0
56,2,4,14,2,12,0,6,4
26,4,20,14,8,8,12,8,0
46,4,8,14,6,2,10,8,2
50,4,8,10,8,2,10,8,0
32,0,12,10,10,12,12,12,0
42,0,8,18,6,0,12,12,2
54,6,4,10,2,6,4,10,4
34,4,20,10,0,12,2,12,6
46,4,8,14,10,4,2,10,2
52,4,4,14,2,2,10,12,0
32,2,20,18,6,8,0,12,2
38,4,12,14,8,10,4,8,2
44,6,12,14,2,8,2,8,4
62,6,0,10,6,2,4,10,0
40,2,12,10,6,12,8,10,0
28,2,20,10,6,10,10,10,4
44,6,8,14,10,12,0,6,0
50,6,12,10,2,12,0,6,2
40,4,12,14,4,12,2,8,4
32,2,24,18,8,4,0,8,4
32,4,20,18,4,12,2,6,2
34,4,24,14,8,2,4,10,0
40,2,12,10,8,12,4,8,4
56,0,0,18,8,10,0,6,2
36,2,20,18,6,6,0,10,2
60,2,0,14,0,4,6,12,2
46,6,12,10,8,2,4,10,2
58,4,0,10,0,6,12,8,2
44,6,12,10,4,10,4,10,0
38,4,12,10,8,4,12,12,0
24,2,20,14,10,10,10,8,2
50,2,8,10,0,10,8,6,6
26,2,24,18,6,8,2,8,6
34,4,24,14,0,4,8,10,2
30,4,20,10,8,4,12,10,2
36,2,16,14,6,12,6,6,2
58,6,0,10,2,6,6,12,0
42,4,12,14,4,10,6,6,2
38,0,12,14,6,12,6,10,2
48,6,4,10,6,6,12,6,2
42,2,12,14,0,6,12,8,4
26,2,24,14,8,8,8,10,0
44,6,16,14,4,6,2,8,0
66,2,0,10,0,10,2,10,0
44,4,16,10,6,8,4,8,0
60,4,0,10,6,12,2,6,0
32,4,24,14,10,0,2,10,4
54,0,4,10,6,8,10,8,0
38,6,16,14,2,4,8,6,6
28,0,24,18,10,4,6,8,2
38,2,12,10,6,12,12,8,0
36,4,20,10,10,4,8,8,0
38,4,20,10,8,4,2,12,2
52,0,8,10,4,10,10,6,0
46,4,12,10,6,2,10,10,0
32,2,24,18,4,8,0,8,4
56,4,4,14,4,10,2,6,0
40,4,16,10,0,10,8,12,0
32,4,20,18,2,4,8,8,4
40,0,12,14,2,6,8,12,6
34,4,20,18,2,6,6,10,0
60,0,0,18,2,8,2,8,2
52,0,4,10,8,12,6,8,0
36,0,16,14,8,6,8,12,0
32,2,20,18,4,2,4,12,6
32,4,20,14,2,12,6,10,0
30,4,20,14,6,4,10,12,0
52,4,4,10,8,6,8,8,0
44,4,12,10,8,8,4,8,2
38,2,16,10,0,12,10,8,4
54,2,4,18,4,6,2,10,0
44,0,4,14,6,8,12,10,2
46,4,8,14,0,6,12,10,0
30,2,24,14,2,8,10,10,0
34,4,20,10,4,4,12,6,6
42,6,12,10,8,10,0,12,0
40,2,16,18,2,4,8,10,0
46,4,8,10,8,2,12,8,2
30,4,24,14,6,10,0,12,0
44,0,8,14,10,8,2,12,2
48,4,12,10,6,0,10,10,0
24,4,20,14,6,6,12,12,2
24,4,16,14,10,10,12,10,0
50,6,8,10,2,12,4,8,0
44,2,8,14,2,2,12,12,4
30,2,16,14,10,10,8,6,4
50,6,8,14,0,4,10,8,0
36,4,12,14,6,2,12,12,2
58,2,4,14,4,8,2,8,0
42,4,16,14,0,8,2,10,4
26,0,24,14,10,2,8,12,4
34,0,16,18,8,4,12,6,2
20,4,24,18,8,4,12,8,2
46,0,4,14,4,12,6,12,2
32,4,24,10,6,4,12,8,0
44,4,16,18,2,0,2,12,2
60,2,0,10,2,12,6,8,0
28,4,24,18,0,8,10,8,0
38,4,20,10,4,12,4,8,0
34,2,16,10,8,10,6,10,4
28,4,24,18,2,8,6,10,0
30,2,16,18,10,10,4,10,0
50,2,8,10,6,8,8,8,0
46,0,4,14,10,8,4,12,2
46,0,8,18,4,6,12,6,0
42,4,16,14,6,10,0,6,2
28,2,24,10,6,12,6,10,2
38,4,16,10,8,10,6,8,0
52,4,0,10,4,10,12,8,0
38,4,12,14,8,6,12,6,0
36,0,12,10,6,10,12,10,4
28,4,24,10,8,12,2,8,4
34,4,20,10,8,4,10,10,0
48,6,12,10,2,0,12,10,0
42,0,12,18,4,2,12,8,2
40,2,12,14,8,10,2,12,0
30,4,20,10,6,10,8,6,6
36,4,16,14,2,10,4,12,2
42,0,12,14,10,6,8,6,2
36,2,16,18,4,10,4,8,2
40,0,4,14,8,12,12,10,0
40,0,12,14,2,8,10,12,2
38,2,12,14,4,4,12,12,2
34,4,16,14,4,10,6,12,0
44,4,12,10,6,6,8,8,2
34,4,20,10,6,4,10,10,2
48,4,12,10,2,8,4,10,2
26,2,24,14,4,4,12,12,2
42,6,12,10,4,8,8,8,2
42,4,12,14,0,4,8,12,4
30,2,24,18,6,4,0,12,4
38,4,12,14,6,12,2,12,0
46,2,8,10,8,4,12,10,0
30,2,20,18,2,2,12,12,2
48,4,8,10,10,10,0,8,2
26,4,20,14,10,6,10,6,4
34,0,16,14,8,10,8,6,4
40,6,16,14,4,10,0,6,4
36,6,20,10,8,8,0,6,6
52,4,0,10,10,8,6,10,0
52,0,4,14,0,10,8,10,2
48,4,12,10,6,2,6,12,0
50,6,12,10,4,8,0,8,2
42,0,12,18,6,4,6,10,2
42,4,12,14,6,4,10,8,0
48,4,8,10,0,6,10,8,6
28,4,20,18,4,8,12,6,0
42,2,12,14,8,6,6,8,2
32,4,24,10,0,12,6,8,4
28,0,20,14,10,8,8,8,4
44,2,12,10,2,12,4,6,8
46,6,12,10,6,10,4,6,0
42,0,16,14,6,4,12,6,0
40,2,16,14,8,4,8,6,2
46,6,16,14,2,6,2,8,0
58,2,0,14,0,12,2,8,4
36,4,12,14,10,6,8,8,2
46,4,12,10,8,6,6,6,2
36,2,16,10,10,8,8,8,2
48,4,8,14,2,10,4,8,2
46,0,12,18,0,12,4,8,0
40,2,12,10,10,12,6,8,0
58,8,0,10,4,6,2,12,0
44,0,12,18,6,10,4,6,0
28,2,20,14,8,12,8,6,2
44,4,12,10,6,4,4,12,4
30,2,16,14,10,10,10,6,2
50,2,4,14,8,12,2,8,0
58,2,0,10,4,10,4,8,4
40,6,20,14,2,4,8,6,0
30,4,16,14,6,10,8,12,0
44,4,12,10,0,4,12,10,4
36,4,20,14,6,12,0,6,2
46,6,12,10,6,0,12,6,2
42,6,12,10,2,10,2,12,4
52,0,0,10,6,8,10,12,2
38,2,16,10,10,8,2,10,4
48,4,12,10,0,8,10,6,2
50,2,8,14,0,12,4,6,4
50,2,8,14,2,8,4,12,0
40,4,16,10,8,6,8,6,2
52,6,4,10,6,6,4,10,2
36,2,12,10,6,12,12,6,4
28,2,20,14,6,10,12,6,2
40,0,8,14,10,4,10,12,2
40,4,16,10,8,10,4,8,0
56,6,0,10,8,2,12,6,0
28,0,24,18,0,4,12,12,2
22,0,24,18,8,2,12,10,4
28,2,24,10,8,12,0,10,6
54,6,4,14,0,10,2,6,4
36,2,20,18,0,0,8,12,4
48,6,12,10,0,12,0,8,4
42,6,16,10,8,10,0,8,0
32,4,20,14,2,12,8,8,0
36,2,16,18,2,12,0,10,4
56,6,4,14,2,10,2,6,0
30,0,20,10,8,8,10,12,2
38,0,12,10,8,12,8,8,4
38,4,16,14,8,4,8,8,0
56,6,4,10,6,8,4,6,0
50,0,4,14,0,12,8,6,6
56,2,4,14,6,8,4,6,0
50,0,0,14,10,10,4,12,0
42,4,20,14,4,4,0,12,0
24,4,24,14,4,8,12,8,2
40,2,16,10,10,8,6,6,2
32,2,20,14,6,4,10,10,2
30,4,16,10,10,6,10,12,2
46,2,8,14,2,10,2,10,6
48,0,0,18,10,12,6,6,0
48,6,12,10,2,4,4,10,4
30,0,24,18,10,6,4,8,0
60,4,0,14,2,10,4,6,0
56,2,0,14,6,4,10,8,0
42,4,16,18,2,8,0,10,0
22,4,20,14,8,12,6,12,2
32,4,20,14,6,6,12,6,0
44,2,12,10,2,8,12,6,4
36,2,16,14,10,6,4,12,0
42,4,16,14,0,10,0,8,6
26,0,24,18,8,10,6,6,2
42,2,12,14,0,12,2,12,4
36,4,16,10,0,10,12,6,6
20,4,24,18,6,6,12,8,2
26,2,24,18,10,8,6,6,0
38,4,20,10,8,2,4,10,4
54,0,4,14,0,12,6,10,0
56,4,4,10,0,4,8,10,4
60,0,0,18,2,10,2,6,2
36,0,16,18,2,8,12,8,0
52,4,8,10,0,10,6,8,2
40,6,12,14,8,12,2,6,0
46,6,12,10,4,8,6,8,0
42,6,16,10,6,2,8,6,4
54,2,4,10,2,8,8,12,0
36,4,16,14,0,6,12,10,2
32,2,24,14,10,4,4,10,0
36,4,24,14,0,2,10,10,0
62,0,0,10,8,12,2,6,0
28,2,20,18,4,4,10,10,4
46,2,4,14,6,10,10,8,0
36,4,24,18,2,2,0,12,2
52,0,8,14,4,8,8,6,0
54,0,0,14,4,8,10,6,4
28,2,24,14,8,10,0,10,4
46,2,8,14,6,12,4,8,0
60,2,0,18,2,4,4,10,0
66,0,0,10,2,12,0,10,0
40,4,16,10,6,6,4,12,2
52,0,4,18,6,8,4,8,0
58,4,4,10,2,10,2,10,0
34,4,16,10,4,8,8,12,4
34,0,16,18,8,8,10,6,0
48,0,4,18,2,12,8,6,2
46,0,8,18,0,6,8,10,4
44,4,8,14,10,0,8,12,0
44,0,8,18,4,4,8,10,4
52,2,4,10,2,12,12,6,0
42,2,16,18,0,10,2,10,0
56,0,0,18,2,10,4,6,4
40,4,16,14,2,8,4,8,4
34,4,20,10,4,12,2,8,6
46,4,8,10,8,6,4,12,2
44,0,12,14,0,8,10,6,6
38,4,20,14,2,8,4,10,0
34,4,20,10,8,4,12,8,0
44,4,16,10,4,6,4,12,0
36,4,20,10,4,8,8,6,4
32,4,16,14,4,8,8,10,4
32,4,20,10,6,12,0,12,4
38,2,12,10,10,6,10,10,2
54,0,0,14,10,2,10,10,0
44,6,12,14,2,2,8,10,2
26,2,20,18,6,10,10,6,2
38,4,12,14,2,4,12,10,4
40,2,16,14,8,0,8,12,0
30,0,20,10,10,12,12,6,0
36,0,16,18,4,8,0,12,6
46,4,12,10,2,6,10,10,0
34,4,20,10,8,8,2,8,6
62,4,0,10,6,6,4,8,0
36,4,16,14,10,8,4,8,0
40,2,16,14,6,2,12,6,2
48,6,8,10,10,0,8,10,0
38,2,16,10,4,4,12,8,6
58,4,0,10,0,4,12,8,4
28,0,24,18,2,8,8,6,6
26,2,24,14,10,4,6,12,2
58,6,0,14,6,6,2,8,0
60,0,0,10,4,8,8,8,2
44,0,12,18,8,2,6,8,2
34,2,20,18,6,2,6,8,4
22,4,24,18,8,10,0,8,6
48,4,12,14,2,8,2,8,2
56,6,4,10,10,2,4,8,0
40,2,16,14,6,6,2,10,4
38,6,20,10,8,0,12,6,0
44,0,8,10,6,10,10,10,2
44,6,12,10,4,6,8,8,2
38,4,12,14,8,4,10,10,0
40,0,12,10,8,8,6,12,4
38,2,16,10,8,8,12,6,0
34,4,20,10,10,8,0,12,2
28,4,24,18,2,12,6,6,0
28,4,20,14,8,10,6,6,4
36,2,12,10,10,8,12,8,2
42,6,12,14,4,4,6,8,4
56,6,0,10,2,10,4,10,2
28,2,20,10,10,12,10,6,2
26,0,24,18,10,8,2,8,4
32,4,24,18,2,0,10,8,2
34,4,20,10,6,2,10,10,4
44,4,12,10,4,12,6,6,2
32,2,16,14,6,12,4,12,2
50,4,4,10,4,12,2,12,2
26,4,24,10,4,12,8,10,2
50,4,4,10,8,8,6,10,0
34,0,16,18,6,6,8,8,4
48,4,8,10,6,8,4,12,0
46,0,8,14,8,8,8,8,0
46,4,12,10,4,8,2,12,2
56,4,4,10,4,8,0,12,2
54,4,4,10,0,2,10,12,4
32,4,24,18,0,10,6,6,0
50,0,4,10,4,12,10,6,4
42,6,12,10,0,10,8,10,2
44,4,16,14,6,2,2,12,0
36,4,20,10,4,0,10,10,6
54,0,0,10,4,8,12,12,0
48,6,8,10,8,0,12,6,2
32,2,16,14,6,6,10,10,4
52,4,4,14,10,0,8,8,0
40,0,16,14,4,6,12,6,2
44,4,16,10,0,8,4,12,2
34,2,20,14,2,10,10,8,0
46,6,16,10,2,8,4,8,0
56,0,0,10,4,12,8,6,4
40,0,12,14,2,12,12,8,0
58,0,0,14,6,8,4,10,0
56,6,0,10,0,10,8,6,4
32,2,20,18,6,4,6,10,2
30,0,16,18,6,4,12,10,4
46,0,4,14,10,8,12,6,0
46,4,8,14,8,8,6,6,0
46,4,12,14,0,6,4,10,4
54,0,4,10,8,10,4,6,4
30,0,20,18,8,12,0,6,6
44,2,12,10,8,6,6,8,4
32,4,20,14,2,10,4,6,8
54,6,0,10,2,6,12,10,0
54,2,4,14,0,6,10,10,0
30,2,24,14,4,6,10,8,2
30,4,16,14,6,8,8,10,4
40,6,16,18,6,8,0,6,0
50,4,8,14,2,2,8,12,0
58,0,0,14,2,2,12,10,2
30,2,24,18,0,8,4,10,4
34,4,16,14,6,8,8,8,2
42,2,16,18,0,6,8,8,0
34,2,16,18,4,12,4,6,4
60,6,0,10,2,6,4,8,4
64,2,0,10,2,8,4,10,0
44,2,12,10,6,12,0,8,6
36,2,16,14,10,12,0,6,4
42,6,16,10,10,4,2,10,0
42,6,20,10,8,6,0,8,0
36,4,16,14,6,2,12,8,2
46,2,12,14,0,10,0,12,4
36,4,20,14,8,0,4,12,2
42,0,8,14,4,12,12,6,2
28,2,24,10,6,12,2,10,6
46,4,12,14,2,4,8,10,0
52,0,4,10,2,10,8,12,2
54,4,4,10,10,4,4,10,0
62,2,0,14,0,8,2,10,2
26,2,24,18,0,4,12,12,2
32,4,24,10,6,4,8,6,6
34,2,20,14,8,8,2,6,6
50,2,8,10,10,4,8,8,0
40,6,8,10,6,6,12,12,0
46,4,8,14,4,8,6,6,4
22,4,24,10,10,12,6,10,2
26,4,24,18,2,2,10,8,6
40,4,12,10,2,4,12,12,4
32,4,20,14,0,8,6,12,4
44,0,8,14,4,8,12,8,2
50,4,4,10,8,12,0,10,2
36,2,16,14,8,4,10,6,4
58,6,0,10,2,4,8,10,2
58,0,0,10,4,10,8,8,2
60,0,0,10,6,12,6,6,0
42,6,12,10,10,0,8,10,2
44,0,8,18,0,8,10,6,6
32,4,24,14,2,8,2,10,4
44,2,8,14,2,10,10,10,0
40,2,16,10,0,10,10,12,0
42,4,12,10,6,12,8,6,0
52,2,4,10,10,10,6,6,0
36,4,16,14,10,2,10,6,2
34,2,20,10,8,2,12,10,2
48,0,8,14,0,12,4,10,4
54,2,4,10,10,2,6,12,0
46,0,8,18,4,6,4,10,4
38,4,20,14,4,4,0,10,6
34,4,24,14,8,0,6,8,2
34,4,20,14,6,6,8,6,2
46,2,12,18,6,2,0,12,2
62,0,0,14,2,10,6,6,0
44,2,12,10,6,4,12,6,4
34,0,20,18,2,12,2,6,6
44,2,12,18,6,8,2,6,2
28,0,20,14,10,6,8,10,4
34,0,16,14,10,6,10,8,2
54,0,0,18,4,12,2,6,4
54,0,4,10,8,10,2,10,2
46,2,12,14,4,2,6,12,2
36,0,16,14,4,10,10,10,0
30,4,16,14,8,4,10,12,2
34,2,20,18,4,10,4,8,0
42,4,16,10,4,6,4,10,4
38,2,16,18,6,8,0,8,4
50,6,8,10,0,8,6,10,2
40,0,12,14,8,12,6,8,0
26,4,24,18,4,6,4,10,4
46,2,8,10,8,8,12,6,0
44,6,12,10,4,2,12,8,2
60,4,0,10,2,12,0,6,6
40,4,16,14,2,10,2,6,6
48,6,4,10,6,12,8,6,0
54,0,4,10,0,12,12,6,2
34,4,24,14,2,2,8,8,4
46,0,8,18,2,10,6,6,4
62,2,0,14,2,6,6,8,0
32,2,20,18,0,10,6,12,0
20,4,24,18,6,10,8,6,4
42,2,8,14,6,8,6,12,2
40,4,8,14,10,10,8,6,0
64,4,0,10,2,6,0,12,2
40,6,16,14,0,8,4,8,4
36,4,20,14,8,0,10,8,0
46,6,4,10,4,10,8,12,0
40,0,12,18,8,12,0,10,0
40,2,16,14,0,8,8,10,2
48,2,4,10,6,10,6,12,2
44,2,8,10,10,8,6,10,2
28,2,20,18,8,12,2,10,0
54,2,4,14,0,12,0,8,6
44,2,12,14,0,2,12,10,4
36,0,16,10,10,10,10,8,0
56,6,0,10,8,4,8,8,0
32,4,20,10,10,4,10,10,0
46,2,8,14,2,10,8,8,2
54,4,4,14,8,4,0,10,2
22,4,24,14,6,12,4,10,4
60,0,0,18,2,8,6,6,0
36,4,12,10,2,10,12,12,2
30,2,24,14,4,0,12,12,2
36,0,12,14,6,8,12,10,2
46,4,12,10,6,10,2,8,2
50,0,4,10,6,6,10,12,2
32,0,20,14,6,4,12,10,2
52,4,8,14,0,12,0,10,0
44,4,12,14,0,10,2,8,6
40,2,16,18,4,0,8,10,2
46,0,4,14,6,4,12,12,2
36,2,20,18,0,12,6,6,0
44,4,8,10,6,6,12,10,0
40,2,12,18,4,0,12,12,0
56,2,4,10,0,12,6,6,4
40,6,12,14,10,8,0,8,2
40,4,16,14,2,4,6,10,4
50,6,4,10,6,6,6,10,2
42,4,12,10,0,8,12,6,6
52,6,8,14,0,2,4,12,2
32,2,16,18,6,10,4,6,6
36,4,20,10,2,10,8,10,0
44,6,12,10,10,8,0,8,2
34,2,20,10,4,4,12,12,2
46,0,12,14,10,12,0,6,0
34,2,20,18,6,10,0,10,0
44,0,8,18,6,10,8,6,0
46,6,12,14,2,0,8,10,2
50,4,8,10,4,2,8,12,2
48,2,8,14,0,10,6,8,4
28,0,24,18,8,2,10,10,0
50,4,4,10,2,6,12,8,4
42,6,16,10,0,2,12,6,6
32,2,20,18,4,6,10,8,0
28,0,20,14,10,2,12,12,2
42,2,12,14,4,10,6,10,0
32,4,20,10,10,4,12,8,0
42,4,16,10,0,8,12,8,0
36,2,12,10,4,12,12,12,0
42,6,16,14,0,4,4,8,6
32,0,20,18,0,6,12,8,4
26,2,24,14,10,12,2,10,0
36,4,16,10,0,12,8,12,2
32,2,20,14,2,12,10,6,2
36,2,16,14,4,10,4,10,4
34,4,20,18,2,10,0,12,0
36,2,20,14,6,4,2,12,4
52,0,0,14,10,2,12,10,0
48,0,8,14,10,8,2,10,0
46,2,8,14,2,4,12,10,2
48,2,4,14,4,8,8,12,0
52,2,8,10,10,6,6,6,0
44,4,16,14,2,6,2,12,0
40,2,12,10,2,10,12,10,2
36,0,16,18,6,4,10,8,2
34,4,20,18,0,10,6,6,2
40,4,16,10,8,2,8,8,4
54,2,4,14,4,8,6,8,0
46,4,4,10,2,12,12,8,2
46,4,12,10,10,2,6,10,0
44,2,12,14,2,8,4,8,6
28,4,24,14,6,4,8,10,2
40,4,16,10,4,12,2,8,4
56,2,0,10,10,8,8,6,0
30,4,24,14,8,6,6,6,2
32,4,20,10,4,8,12,8,2
56,2,4,10,0,6,6,12,4
30,2,24,14,2,8,8,8,4
30,4,24,10,8,10,0,6,8
58,2,0,18,6,8,2,6,0
42,6,12,14,8,4,6,8,0
50,4,8,10,4,6,4,12,2
42,2,12,18,4,2,6,12,2
38,0,16,14,8,10,6,6,2
38,4,20,18,0,4,2,10,4
54,0,4,10,2,8,10,10,2
56,0,4,18,8,4,0,10,0
40,4,16,14,2,8,6,6,4
34,4,20,18,0,10,0,6,8
34,0,16,14,4,10,12,8,2
46,6,12,10,0,10,2,10,4
54,2,4,18,8,6,0,8,0
58,0,4,10,4,12,4,6,2
46,2,4,14,6,8,12,6,2
56,4,0,10,6,6,10,8,0
48,4,8,14,10,6,2,8,0
42,2,16,18,2,6,2,10,2
30,2,20,18,2,6,8,10,4
34,2,20,10,6,4,12,6,6
34,2,12,14,8,12,10,8,0
32,0,20,18,8,12,0,10,0
48,0,4,14,6,10,8,10,0
34,4,24,10,6,6,6,10,0
44,0,8,14,8,12,0,10,4
34,2,20,18,2,0,8,12,4
62,4,0,10,2,4,8,10,0
40,0,12,10,10,10,10,6,2
30,4,24,10,4,10,10,6,2
60,2,0,10,4,6,8,10,0
58,0,0,14,8,8,2,8,2
30,4,20,18,6,6,4,10,2
38,2,16,14,6,10,0,8,6
46,2,12,14,4,10,0,8,4
44,4,8,10,10,8,4,12,0
36,0,16,18,4,8,8,10,0
26,2,24,18,2,4,12,6,6
52,6,8,10,0,8,4,10,2
46,4,12,10,4,0,12,10,2
56,4,0,10,8,0,12,10,0
24,2,24,18,10,8,8,6,0
42,0,8,18,4,12,8,6,2
44,2,12,14,8,8,2,10,0
30,4,24,14,4,12,0,6,6
52,2,8,10,10,10,0,8,0
48,6,4,10,4,10,4,12,2
32,2,24,18,8,6,0,10,0
48,6,8,14,4,4,2,12,2
66,0,0,10,4,12,0,8,0
42,6,8,10,4,10,8,10,2
34,4,20,10,4,8,4,10,6
42,0,8,14,6,10,12,8,0
36,2,12,10,8,12,8,12,0
54,4,4,14,2,4,12,6,0
46,0,8,14,6,4,10,12,0
60,2,0,10,10,10,2,6,0
52,2,8,18,0,8,2,8,2
32,2,20,18,4,2,12,10,0
44,2,12,10,6,10,4,6,6
32,4,24,10,10,10,0,8,2
48,0,8,18,0,6,10,6,4
36,4,20,10,0,10,8,10,2
46,4,8,14,8,0,12,6,2
32,0,16,18,8,10,4,12,0
48,0,4,14,8,8,10,6,2
40,2,16,10,8,8,10,6,0
58,0,0,18,2,8,6,8,0
58,4,0,14,4,0,10,10,0
56,6,4,14,0,12,0,6,2
40,2,12,10,6,12,6,12,0
44,4,12,14,0,12,6,8,0
42,0,12,18,2,8,6,10,2
28,2,24,18,4,2,6,12,4
36,4,20,14,4,4,4,8,6
52,4,8,10,2,4,6,10,4
52,0,4,14,4,12,4,8,2
34,4,24,10,10,6,4,8,0
22,2,24,10,10,10,10,12,0
28,2,24,18,8,10,0,6,4
52,4,8,10,6,10,0,6,4
26,2,20,10,8,12,8,12,2
54,2,4,10,4,10,4,12,0
30,2,24,10,10,0,8,12,4
52,0,4,10,10,4,10,8,2
58,6,0,14,4,8,2,8,0
44,6,12,14,6,6,4,8,0
30,4,24,10,4,10,6,6,6
60,4,0,10,2,4,8,12,0
56,2,4,10,6,0,8,12,2
58,0,0,18,4,10,0,6,4
30,4,24,14,6,0,12,8,2
54,4,4,10,6,6,10,6,0
24,2,24,18,10,4,6,12,0
52,0,4,18,0,12,2,8,4
42,4,16,14,0,2,4,12,6
32,4,20,10,4,12,2,12,4
46,0,8,18,10,10,0,8,0
38,4,20,18,0,2,10,8,0
42,4,12,14,10,6,4,6,2
26,4,24,14,8,8,4,10,2
40,2,16,14,2,10,6,6,4
44,0,8,18,6,12,6,6,0
32,4,20,10,6,10,6,8,4
38,2,12,14,4,10,4,12,4
36,2,16,10,6,12,10,8,0
52,2,4,14,10,8,0,8,2
40,6,12,10,10,4,6,10,2
44,2,4,14,10,12,8,6,0
42,0,12,14,4,12,0,12,4
38,2,16,18,8,6,0,12,0
42,4,16,14,0,10,6,8,0
46,6,4,10,10,8,4,12,0
38,2,12,14,8,10,10,6,0
48,6,12,14,0,8,6,6,0
44,6,12,14,2,2,8,8,4
36,0,16,18,4,12,6,6,2
42,4,8,10,6,12,8,8,2
40,0,16,18,8,0,10,8,0
40,4,16,10,8,8,0,12,2
50,2,8,14,2,4,12,8,0
42,6,12,14,4,8,0,10,4
52,4,4,14,4,6,4,10,2
34,2,20,14,6,10,6,6,2
32,0,16,18,8,4,12,6,4
48,2,4,10,4,10,10,10,2
36,0,16,14,10,12,4,6,2
24,2,24,10,8,12,8,12,0
50,2,8,10,6,4,6,12,2
40,2,16,18,8,0,6,10,0
32,2,24,14,4,4,4,12,4
52,2,4,18,4,6,6,8,0
30,2,20,18,8,12,2,6,2
48,6,8,14,0,6,10,8,0
32,0,16,14,10,4,12,12,0
34,2,20,18,0,6,8,8,4
56,6,0,10,0,8,8,10,2
34,4,24,14,6,2,6,8,2
36,0,16,10,8,12,8,6,4
58,2,0,10,4,6,12,8,0
60,4,0,14,0,10,0,8,4
32,4,20,18,6,2,6,12,0
54,0,0,18,8,12,0,6,2
32,4,20,14,8,4,6,8,4
40,2,16,14,6,2,4,12,4
30,4,24,14,2,8,0,10,8
50,0,8,14,0,8,10,8,2
28,0,20,18,8,4,10,8,4
40,4,16,14,2,6,0,12,6
48,0,8,18,2,8,2,10,4
44,4,16,14,0,4,4,12,2
32,4,16,14,8,8,6,10,2
44,4,12,10,6,6,10,8,0
48,6,8,14,6,2,4,10,2
32,4,20,14,2,10,4,8,6
38,2,16,18,0,6,4,12,4
30,4,24,10,8,6,8,8,2
32,4,24,14,6,4,4,10,2
46,0,8,14,2,8,12,10,0
42,0,12,18,0,10,12,6,0
34,4,24,14,4,4,2,10,4
52,4,8,10,4,8,6,6,2
52,0,4,14,4,6,10,8,2
44,0,12,18,10,8,0,6,2
32,4,12,14,8,12,8,10,0
56,2,4,10,4,12,2,10,0
46,0,8,14,10,12,2,8,0
46,0,8,14,0,10,8,12,2
46,4,12,10,4,6,4,12,2
34,4,24,14,0,8,4,8,4
46,0,8,18,4,8,4,8,4
40,0,12,18,2,8,4,12,4
46,6,12,10,8,6,0,10,2
40,4,16,10,4,12,2,12,0
46,6,8,10,4,8,8,6,4
60,2,4,10,2,10,4,8,0
56,2,4,10,2,4,8,12,2
38,2,16,10,6,12,2,12,2
56,0,0,18,6,6,2,10,2
32,4,24,18,4,0,2,10,6
46,4,12,10,8,8,2,10,0
52,0,4,18,2,6,10,6,2
40,4,16,10,4,8,8,8,2
54,0,4,18,2,6,2,10,4
50,0,0,10,10,8,12,10,0
34,0,12,18,10,12,2,12,0
24,2,24,10,8,10,10,6,6
38,6,12,14,8,10,2,8,2
34,2,24,14,8,0,10,8,0
32,4,20,14,6,8,4,8,4
38,0,8,10,10,12,12,8,2
42,0,8,14,4,12,6,10,4
38,2,16,14,4,8,0,12,6
54,2,4,10,4,12,0,10,4
46,2,12,14,8,0,6,10,2
38,4,12,14,0,12,10,8,2
